,publisher,author,isbn,date,title,weeks_on_list,no_of_words_title,ratings_count,reviews_count,text_reviews_count,work_ratings_count,work_reviews_count,work_text_reviews_count,average_rating,popularity
444,St. Martin's,Sherrilyn Kenyon,1250092418,2016-08-21,DRAGONMARK,1,1,10,28,2,6692,17542,829,3.82,False
445,HQN,Marie Force,1459294920,2016-08-14,FATAL IDENTITY,1,2,6,12,1,3072,6500,356,4.53,False
446,Mira,Ron Carr,1460346769,2016-08-14,THE HOUSE ON OLIVE STREET,1,5,1,2,0,3854,8774,375,3.96,False
447,Mira,Heather Graham,1460395646,2016-08-14,DEADLY FATE,1,2,7,18,2,2347,6208,234,4.01,False
448,St. Martin's,Iris Johansen,1466887214,2016-08-07,NIGHT AND DAY,1,3,7,23,3,3777,9761,315,4.13,False
449,Grand Central,Nicholas Sparks,0759527881,2016-07-31,THE GUARDIAN,1,2,73,115,8,160613,275924,5040,4.15,False
450,Minotaur,Linda Castillo,1466867272,2016-07-31,AMONG THE WICKED,1,3,19,38,5,9969,20436,1235,4.2,False
451,HQN,Susan Mallery,1460394356,2016-07-31,DAUGHTERS OF THE BRIDE,1,4,11,22,3,5553,13040,735,4.01,False
453,Bantam,Janet Evanovich and Lee Goldberg,0553392786,2016-07-10,THE PURSUIT,1,2,10393,20303,887,14602,28829,1144,4.02,False
454,Grand Central,Brad Meltzer and Tod Goldberg,1455559504,2016-06-26,THE HOUSE OF SECRETS,1,4,10,30,5,7507,17946,775,3.51,False
455,Random House,Alan Furst,081299650X,2016-06-19,A HERO OF FRANCE,1,4,5,14,1,4988,10767,690,3.71,False
456,Zebra,Kat Martin,1420139037,2016-06-19,INTO THE WHIRLWIND,1,3,10,27,5,1531,4048,197,4.12,False
457,Mira,Heather Graham,1459294149,2016-06-12,HAUNTED DESTINY,1,2,5,17,2,2560,6522,236,4.1,False
458,Pocket Books,Laura Griffin,1476779287,2016-06-12,DEEP DARK,1,2,9,19,4,2071,5825,310,4.13,False
459,Grand Central,Douglas Preston and Lincoln Child,145552588X,2016-06-05,BEYOND THE ICE LIMIT,1,4,7,17,2,7690,15040,756,3.93,False
460,Morrow,Linda Howard,0062419005,2016-05-29,TROUBLEMAKER,1,1,132,332,25,8102,17244,840,3.8,False
461,Mira,Debbie Macomber,1459254821,2016-05-29,16 LIGHTHOUSE ROAD,1,3,7,11,3,21384,42587,1305,4.08,False
462,Del Rey,Claudia Gray,0345511360,2016-05-22,STAR WARS: BLOODLINE,1,3,2398,11094,432,18999,47797,2328,4.06,False
463,HQN,Susan Mallery,1459293894,2016-05-15,BEST OF MY LOVE,1,4,29,41,7,4810,10396,557,4.06,False
464,St. Martin's Press,Iris Johansen,1466887206,2016-05-15,HIDE AWAY,1,2,8,28,3,3819,10649,383,4.01,False
465,St. Martin's Griffin,Kylie Scott,1250083273,2016-05-08,DIRTY,1,1,70,107,23,23504,47867,2711,3.9,False
466,St. Martin's,Lisa Scottoline,1250088127,2016-05-01,MOST WANTED,1,2,16,31,3,19795,39806,2270,3.61,False
467,Valkyrie Press,Kresley Cole,0997215100,2016-05-01,THE PLAYER,1,2,13,30,1,8212,16472,833,4.23,False
468,Morrow/HarperCollins,Kristen Pro,0062434772,2016-05-01,LISTEN TO ME,1,3,32,68,11,10732,26366,980,4.03,False
469,Dell,Diana Gabaldon,1101882522,2016-04-24,VIRGINS,1,1,98,186,18,12465,33770,798,3.93,False
470,Morrow/HarperCollins,Bryan Reardon,0062339532,2016-04-24,FINDING JAKE,1,2,37,85,14,14858,46784,1521,3.96,False
471,Harlequin,Ron Carr,1459292472,2016-04-24,WHAT WE FIND,1,3,33,45,14,12234,31767,1055,3.96,False
472,Harper/HarperCollins,Jacqueline Winspear,0062220624,2016-04-17,JOURNEY TO MUNICH,1,3,10209,18801,1376,14211,27004,1705,4.05,False
473,HQN,Linda Lael Miller,1459292529,2016-04-17,ONCE A RANCHER,1,3,8,27,3,2333,5713,218,4.03,False
474,Grand Central,Jill Shalvis,145558679X,2016-04-17,NOBODY BUT YOU,1,3,3667,7008,570,4966,10559,721,4.06,False
475,HarperCollins,Lisa Scottoline,0061797766,2016-04-17,DADDY'S GIRL,1,2,23,44,1,9452,17146,829,3.75,False
476,Howard Books,Karen Kingsbury,1451687540,2016-04-17,A BRUSH OF WINGS,1,4,30,56,5,4423,9411,414,4.36,False
477,Random House,Helen Simonson,0679644644,2016-04-10,THE SUMMER BEFORE THE WAR,1,5,327,1028,98,36724,97304,5204,3.78,False
478,Grand Central,Nicholas Sparks,0759507910,2016-04-10,THE WEDDING,1,2,92,158,9,138068,245571,6083,3.99,False
479,Loveswept,Sawyer Bennett,1101968109,2016-04-03,HAWKE,1,1,6691,13674,718,8643,16973,867,3.94,False
480,Putnam,Randy Wayne White,039917351X,2016-04-03,DEEP BLUE,1,2,1195,2593,149,2391,4659,192,3.84,False
481,Harper,Anne Hillerman,0062270532,2016-03-27,ROCK WITH WINGS,1,3,8,20,2,7363,12058,1016,3.86,False
482,Atlantic Monthly,Donna Leon,0802190316,2016-03-27,THE WATERS OF ETERNAL YOUTH,1,5,1,11,0,6444,11521,778,4.07,False
483,Touchstone,J A Jance,1501110764,2016-03-27,CLAWBACK,1,1,14,29,4,4864,8476,443,4.02,False
484,Roc,Anne Bishop,0698190424,2016-03-27,MARKED IN FLESH,1,3,123,151,27,22376,42480,2086,4.29,False
485,Touchstone,Kathleen Grissom,1439160120,2016-03-20,THE KITCHEN HOUSE,1,3,237,380,61,230823,429074,18488,4.2,False
486,Scribner,Colm Toibin,1501106473,2016-03-20,BROOKLYN,1,1,2788,5297,461,93211,161119,10606,3.67,False
487,Avon,Lynsay Sands,0062316052,2016-03-13,RUNAWAY VAMPIRE,1,2,34,83,8,6032,13089,600,4.12,False
488,Ballantine,Tess Gerritsen,0345549635,2016-03-13,GIRL MISSING,1,2,13,33,4,10660,21564,742,3.75,False
489,Kensington,Joanne Fluke,1617732176,2016-03-13,WEDDING CAKE MURDER,1,3,4911,10873,702,6987,16701,933,3.59,False
490,HQN,Lori Foster,1459292413,2016-03-13,FIGHTING DIRTY,1,2,9,16,4,4081,9327,590,4.28,False
491,Del Rey,Pierce Brown,0345539850,2016-02-28,MORNING STAR,1,2,179,255,54,119628,230030,10320,4.49,False
492,Vintage,P D James,0307758982,2016-02-28,A TASTE FOR DEATH,1,4,18,44,1,12481,19616,523,4.02,False
493,Tor/Tom Doherty,Brandon Sanderson,146686267X,2016-02-14,THE BANDS OF MOURNING,1,4,116,303,21,70797,142316,4172,4.42,False
494,Avon,Eloisa James,0062389440,2016-02-14,MY AMERICAN DUCHESS,1,3,5,11,2,6294,13306,824,3.86,False
495,Del Rey,Kevin Hearne,0345548523,2016-02-14,STAKED,1,1,47,61,15,18665,35807,1148,4.24,False
496,Simon & Schuster,Sandra Brown,1416563229,2016-02-14,TOUGH CUSTOMER,1,2,34,57,7,14336,27818,878,3.99,False
497,Delacorte,Karen Marie Moning,0440339820,2016-02-07,FEVERBORN,1,1,94,184,24,21281,56120,2188,4.21,False
498,Harper,Bernard Cornwell,0062250965,2016-02-07,WARRIORS OF THE STORM,1,4,2,5,0,15132,28539,845,4.4,False
499,Dutton,Tami Hoag,0698190831,2016-01-31,THE BITTER SEASON,1,3,14,26,5,11170,23804,1000,4.08,False
500,Morrow/HarperCollins,Jay Crownover,006238595X,2016-01-24,BUILT,1,1,46,77,18,13626,29323,1396,4.08,False
501,Dutton,Brad Taylor,0698404149,2016-01-17,THE FORGOTTEN SOLDIER,1,3,2,7,0,3318,6945,169,4.26,False
502,HQN,Kristan Higgins,1460391896,2016-01-17,ANYTHING FOR YOU,1,3,32,46,16,7606,14880,824,4.05,False
503,Morrow/HarperCollins,James Rollins,0062381636,2016-01-03,THE BONE LABYRINTH,1,3,8192,16988,812,12450,25065,1127,4.14,False
504,Simon & Schuster,Richard Paul Evans,1501119796,2015-12-06,THE MISTLETOE INN,1,3,6076,11407,938,6872,12839,1027,3.92,False
505,Morrow/HarperCollins,Kim van Alkemade,0062338315,2015-12-06,ORPHAN #8,1,2,111,526,27,18253,51844,1966,3.7,False
506,Atria,Colleen Hoover,1501110357,2015-11-29,9-Nov,1,1,210,325,92,99300,197031,14441,4.34,False
507,Simon & Schuster,John Irving,1451664168,2015-11-22,AVENUE OF MYSTERIES,1,3,8680,23769,1572,11242,29414,1858,3.24,False
508,Crown Archetype,Gillian Flynn,080418898X,2015-11-22,THE GROWNUP,1,2,496,1086,128,96690,182744,11274,3.56,False
509,Forever,Kristen Ashley,1455533246,2015-11-15,WALK THROUGH FIRE,1,3,57,79,10,19152,32911,1972,4.37,False
510,St. Martin's,Lisa Scottoline,1250027942,2015-11-15,CORRUPTED,1,1,10,30,4,10020,21011,1055,4.09,False
511,Atria,Kate Morton,1451649371,2015-11-08,THE LAKE HOUSE,1,3,4,8,1,96471,215900,11069,4.05,False
512,Harper Perennial/HarperCollins,Joseph Fink and Jeffrey Cranor,0062351427,2015-11-08,WELCOME TO NIGHT VALE,1,4,27685,84902,4099,32464,95760,4907,3.84,False
513,Knopf,Garth Risk Hallberg,0385353774,2015-11-01,CITY ON FIRE,1,3,10641,41677,1854,13389,49047,2247,3.4,False
514,Tor/Tom Doherty,David Weber,142994983X,2015-11-01,HELL'S FOUNDATIONS QUIVER,1,3,52,161,5,3477,5804,209,4.16,False
515,Tor/Tom Doherty,Brandon Sanderson,1466862661,2015-10-25,SHADOWS OF SELF,1,3,166,366,17,80158,158556,4619,4.29,False
516,Ballantine,Debbie Macomber,0553391704,2015-10-25,DASHING THROUGH THE SNOW,1,4,34,45,9,11365,21233,1498,3.6,False
517,Putnam,John Sandford and Ctein,0698411676,2015-10-25,SATURN RUN,1,2,18,37,4,11078,20532,1560,3.88,False
518,ROC,Jim Butcher,0698138007,2015-10-18,THE AERONAUT'S WINDLASS,1,3,84,166,23,36325,80712,4035,4.17,False
519,Ballantine,Kristin Hannah,0307756963,2015-10-11,ANGEL FALLS,1,2,59,125,10,30940,66962,1646,3.89,False
520,Kingswell,Richard Castle,1484720342,2015-10-11,RAGING HEAT,1,2,17,34,4,6226,14956,544,3.98,False
521,Forever,Meredith Wild,1455591742,2015-10-04,HARD LOVE,1,2,6,31,1,9553,24471,699,4.32,False
522,Carina,Marie Force,142689998X,2015-10-04,FATAL FRENZY,1,2,15,37,2,3326,5963,288,4.56,False
523,Morrow/HarperCollins,J A Jance,0062297686,2015-09-27,DANCE OF THE BONES,1,4,77,230,6,3991,8163,473,3.69,False
524,Putnam,Clive Cussler and Russell Blake,0698192095,2015-09-20,THE SOLOMON CURSE,1,3,10,18,1,5502,10814,453,4.0,False
525,Signet,Mary Balogh,0698156102,2015-09-20,ONLY A KISS,1,3,32,50,12,5084,9647,590,4.05,False
526,Minotaur,Louise Penny,1250022096,2015-09-13,THE NATURE OF THE BEAST,1,5,48,95,9,36307,72426,3801,4.22,False
527,Touchstone,Philippa Gregory,1476758824,2015-09-13,THE TAMING OF THE QUEEN,1,5,5,21,2,23847,68914,2021,3.93,False
528,HarperCollins,Michael Crichton,006175272X,2015-08-30,STATE OF FEAR,1,3,92,133,8,80924,122343,3233,3.7,False
529,St. Martin's,Sherrilyn Kenyon,1250029953,2015-08-23,DRAGONBANE,1,1,40,74,12,8866,20678,775,4.18,False
530,Harlequin,Susan Mallery,1460384016,2015-08-16,THRILL ME,1,2,21,35,4,4783,10979,543,4.0,False
531,Minotaur,C J Box,146688150X,2015-08-16,BADLANDS,1,1,24,69,7,8148,15156,861,3.96,False
532,Zebra/Mulholland,Lisa Jackson,1420136062,2015-08-16,NEVER DIE ALONE,1,3,6,16,4,3339,8496,333,3.91,False
533,Bantam,Kathy Reichs,0345544056,2015-08-09,SPEAKING IN BONES,1,3,31,43,10,14285,30012,1352,3.92,False
535,Zebra,Fern Michaels,1420135953,2015-07-19,IN PLAIN SIGHT,1,3,4,10,1,1880,5015,165,4.09,False
536,Bantam,Janet Evanovich and Phoef Sutton,0553392727,2015-07-12,WICKED CHARMS,1,2,29,50,8,17553,33470,1707,3.78,False
537,Avon,Maya Banks,0062312510,2015-07-12,SAFE AT LAST,1,3,36,82,6,4771,11856,433,3.8,False
538,Ballantine,Jude Deveraux,0345541863,2015-07-12,EVER AFTER,1,2,13,29,8,5431,10818,556,4.08,False
539,Berkley,Laurell K Hamilton,0698140303,2015-06-28,DEAD ICE,1,2,33,52,9,12693,27611,1383,3.9,False
540,Denise Grover Swank,Denise Grover Swank,1939996236,2015-06-28,THE SUBSTITUTE,1,2,14473,35418,1348,18431,44412,1605,3.9,False
541,Dutton,Joseph Finder,069819084X,2015-06-28,THE FIXER,1,2,13,22,2,6422,13152,691,3.69,False
542,Harlequin,Linda Lael Miller,1460381807,2015-06-14,THE MARRIAGE SEASON,1,3,6,14,2,1488,4030,148,4.0,False
543,Atria Books,Lisa Jewell,1476703019,2015-06-14,THE HOUSE WE GREW UP IN,1,6,31,51,5,36587,102620,3689,3.87,False
544,Doubleday,Lincoln Child,0385531419,2015-05-31,THE FORGOTTEN ROOM,1,3,20,58,2,10702,18995,983,3.7,False
545,St. Martin's,Iris Johansen,1250020077,2015-05-17,YOUR NEXT BREATH,1,3,6,19,3,2842,7791,238,4.02,False
546,Denise Grover Swank,Denise Grover Swank,1939996260,2015-05-17,THIRTY-FOUR AND A HALF PREDICAMENTS,1,5,1938,3965,221,4101,7368,320,4.51,False
547,Putnam,Amanda Quick,1101621044,2015-05-10,GARDEN OF LIES,1,3,21,44,4,6436,11697,671,3.85,False
548,Morrow/HarperCollins,Jay Crownover,0062333089,2015-05-10,ASA,1,1,126,167,18,15593,32988,1352,4.17,False
549,Simon & Schuster,Christina Lauren,1476778019,2015-05-03,BEAUTIFUL SECRET,1,2,22603,46335,1680,26400,53378,2062,4.1,False
550,Atria,Abbi Glines,1476776105,2015-04-26,WHEN I'M GONE,1,3,41,47,9,19550,39979,1414,4.26,False
551,Atlantic Monthly,Donna Leon,0802191835,2015-04-26,FALLING IN LOVE,1,3,2,7,0,5405,9321,612,3.84,False
552,Minotaur,Steve Berry,1466862602,2015-04-19,THE PATRIOT THREAT,1,3,24,60,4,9076,18148,823,3.95,False
553,St. Martin's Griffin,Kylie Scott,1466854227,2015-04-19,DEEP,1,1,85,116,30,34611,62488,3011,4.06,False
554,Del Rey,Peter V Brett,0804177473,2015-04-19,THE SKULL THRONE,1,3,57,120,10,31985,57991,1572,4.13,False
555,Simon & Schuster,Katy Evans,1501101560,2015-04-12,MANWHORE,1,1,79,116,26,26511,53607,2796,4.11,False
556,Harper,Jacqueline Winspear,0062220578,2015-04-05,A DANGEROUS PLACE,1,3,16,31,9,14308,24457,1732,3.87,False
557,Harper,Michael Crichton,0061750239,2015-04-05,PREY,1,1,132,206,2,162379,221366,3383,3.76,False
558,Atria,Colleen Hoover,1476791465,2015-03-29,CONFESS,1,1,356,503,123,123459,300242,14373,4.22,False
559,Knopf,Kazuo Ishiguro,030727103X,2015-03-22,THE BURIED GIANT,1,3,52843,135299,7059,70835,170045,9486,3.52,False
560,St. Martin's Press,Jeffrey Archer,1250034507,2015-03-15,MIGHTIER THAN THE SWORD,1,4,37,82,8,25750,46823,1732,4.15,False
561,Holt,Richard Price writing as Harry Brandt,1429974125,2015-03-08,THE WHITES,1,2,24,46,12,9354,18611,1283,3.62,False
562,Forever/Grand Central,Jodi Ellen Malpas,1455559385,2015-03-01,ONE NIGHT: UNVEILED,1,3,5,11,0,15222,30692,1233,4.2,False
563,Avon/HarperCollins,Jeaniene Frost,0062075829,2015-02-15,BOUND BY FLAMES,1,3,99,145,22,21147,39198,1528,4.23,False
564,Delacorte,Karen Marie Moning,0440339812,2015-02-08,BURNED,1,1,255,453,75,31827,67803,3575,4.17,False
565,St. Martin's,Sarah Addison Allen,1250019842,2015-02-08,FIRST FROST,1,2,97,164,28,30331,72755,4152,3.96,False
566,Dutton,Tami Hoag,0698157273,2015-02-01,COLD COLD HEART,1,3,22,34,4,13539,28213,1306,3.88,False
567,Harlequin,Marie Force,1426898762,2015-02-01,FATAL SCANDAL,1,2,30,57,4,3597,6538,324,4.53,False
568,Putnam,Jayne Ann Krentz,1101621001,2015-01-25,TRUST NO ONE,1,3,22,33,4,6809,14347,594,3.87,False
569,Del Rey,Pierce Brown,0345539826,2015-01-25,GOLDEN SON,1,2,105021,175124,8893,144945,270329,12104,4.44,False
570,Penguin Press,Phil Klay,1594204993,2015-01-04,REDEPLOYMENT,1,1,18125,47164,2558,21415,52572,2820,3.97,False
571,Atria,Abbi Glines,1476776083,2014-12-21,YOU WERE MINE,1,3,79,163,18,22420,42866,1511,4.24,False
572,St. Martin's,Lisa Scottoline,1250027683,2014-12-14,BETRAYED,1,1,6,27,2,10737,21455,1069,3.64,False
574,Simon & Schuster,Richard Paul Evans,1476728208,2014-12-07,THE MISTLETOE PROMISE,1,3,1017,1550,205,11574,19781,1633,4.16,False
575,Gallery Books,Christina Lauren,1476777977,2014-11-23,DIRTY ROWDY THING,1,3,122,160,27,22899,41252,1890,4.24,False
576,Harlequin,Susan Mallery,1459256476,2014-11-16,YOURS FOR CHRISTMAS,1,3,2680,6130,232,3792,8005,284,4.04,False
577,Dial,Sophie Kinsella,081299387X,2014-11-09,SHOPAHOLIC TO THE STARS,1,4,28,51,8,25079,51583,2711,3.32,False
578,Simon & Schuster,Zane,0743446577,2014-10-26,ADDICTED,1,1,58,119,11,17588,45499,1039,4.26,False
579,Putnam,Catherine Coulter and J T Ellison,1101618752,2014-10-19,THE LOST KEY,1,3,12,24,2,7671,15733,636,4.15,False
580,Scribner,Stephen King,150110442X,2014-10-19,A GOOD MARRIAGE,1,3,154,264,28,13268,26598,966,3.83,False
581,Harlequin,Kristan Higgins,1460340248,2014-10-19,IN YOUR DREAMS,1,3,9,16,2,10162,19614,1048,4.04,False
582,Putnam,Reed Farrel Coleman,0698155629,2014-09-28,ROBERT B. PARKER'S BLIND SPOT,1,5,2,9,2,4507,8211,448,3.94,False
583,Random House,David Mitchell,1400065674,2014-09-21,THE BONE CLOCKS,1,3,66630,175458,8282,83925,210858,10130,3.83,False
584,Kensington,Fern Michaels,1420134965,2014-09-21,COUNTDOWN,1,1,375,1314,26,1214,2972,56,4.24,False
585,Orbit,Brent Weeks,0316235555,2014-09-14,THE BROKEN EYE,1,3,43,74,10,49299,84365,2159,4.47,False
586,Kensington,Lisa Jackson,1617735183,2014-09-14,CLOSE TO HOME,1,3,10,22,6,6194,13689,584,3.79,False
587,Gallery,Kresley Cole,1451649967,2014-08-24,DARK SKYE,1,2,91,124,37,18494,32546,1415,4.32,False
588,Viking,Lev Grossman,1101633530,2014-08-24,THE MAGICIAN'S LAND,1,3,120,197,28,64103,117207,5103,4.15,False
589,Ace,Ilona Andrews,0698146409,2014-08-17,MAGIC BREAKS,1,2,178,221,54,39617,62766,2867,4.51,False
590,Putnam,Stuart Woods,0698154088,2014-08-03,CUT AND THRUST,1,3,1,13,0,4335,9031,360,3.72,False
591,St. Martin's,Iris Johansen and Roy Johansen,1250020530,2014-08-03,SIGHT UNSEEN,1,2,13,33,2,4382,9442,352,4.15,False
592,Loveswept/Random House,Tracy Wolff,055339438X,2014-08-03,ADDICTED,1,1,3589,6973,367,4316,8175,398,3.86,False
593,Simon & Schuster,James Lee Burke,1476710813,2014-08-03,WAYFARING STRANGER,1,2,11,18,5,5705,13927,894,4.04,False
594,Grand Central,Anne Rivers Siddons,0446565849,2014-07-27,THE GIRLS OF AUGUST,1,4,8,10,2,9403,17773,1404,3.1,False
595,Atria,Jamie McGuire,1476759596,2014-07-20,BEAUTIFUL OBLIVION,1,2,102,142,34,68210,135334,6401,4.11,False
596,Bantam,Dean Koontz,034554594X,2014-07-20,THE CITY,1,2,41,101,17,11641,27709,1445,3.85,False
597,Harlequin,Susan Mallery,1460334574,2014-07-13,UNTIL WE TOUCH,1,3,41,56,11,5939,12455,486,4.0,False
598,Del Rey,Kevin Hearne,0345548493,2014-07-06,SHATTERED,1,1,225,436,20,26467,42267,1344,4.28,False
599,Berkley,Laurell K Hamilton,0698146638,2014-06-22,A SHIVER OF LIGHT,1,4,19,30,5,14073,27342,1549,3.78,False
600,Random House,Alan Furst,0679604235,2014-06-22,MIDNIGHT IN EUROPE,1,3,14,48,2,4774,8987,667,3.61,False
601,Harlequin,Susan Mallery,1460332954,2014-06-15,BEFORE WE KISS,1,3,31,46,3,5998,12798,513,4.05,False
602,Simon & Schuster,Stephen Hunter,1451640269,2014-06-08,SNIPER'S HONOR,1,2,8,23,2,3033,6188,267,4.15,False
603,Morrow/HarperCollins,James Rollins and Grant Blackwood,0062135287,2014-06-01,THE KILL SWITCH,1,3,14,30,4,8013,15627,698,4.15,False
604,Simon & Schuster,Richard Paul Evans,1451628315,2014-05-25,WALKING ON WATER,1,3,6790,11767,1098,7924,13566,1175,4.31,False
605,Atria,Abbi Glines,1476775958,2014-05-25,RUSH TOO FAR,1,3,58,69,17,30405,58785,1927,4.22,False
606,Atria,John Lescroart,1476709203,2014-05-25,THE KEEPER,1,2,5,12,1,3295,6216,322,3.96,False
607,Harlequin,Susan Mallery,1460331184,2014-05-18,WHEN WE MET,1,3,41,55,6,6095,12385,527,4.12,False
608,Harlequin,Gena Showalter,1460331222,2014-05-18,BURNING DAWN,1,2,9,16,1,9336,21297,720,4.31,False
609,Avon/HarperCollins,Stephanie Laurens,0062066293,2014-05-18,THE MASTERFUL MR. MONTAGUE,1,4,31,100,3,1697,3331,176,3.69,False
610,Morrow/HarperCollins,Wiley Cash,0062088246,2014-04-27,A LAND MORE KIND THAN HOME,1,6,44,75,12,23352,45699,3280,3.86,False
611,Ballantine,Debbie Macomber,0345549864,2014-04-13,BLOSSOM STREET BRIDES,1,3,7,13,1,7647,15270,823,4.02,False
612,Carina Press,Marie Force,142689807X,2014-04-13,FATAL JEOPARDY,1,2,16,35,2,4057,6965,296,4.51,False
613,Vintage,Rob Thomas and Jennifer Graham,0804170711,2014-04-13,VERONICA MARS: THE THOUSAND-DOLLAR TAN LINE,1,6,139,219,37,41800,84472,4794,3.99,False
614,Harlequin Mira,Ron Carr,1460328612,2014-04-13,FOUR FRIENDS,1,2,3,9,0,8304,15941,766,3.83,False
615,St. Martin's,Jane Green,1466842032,2014-04-13,TEMPTING FATE,1,2,7,11,3,15643,33489,1661,3.62,False
616,Harper Perennial,Jess Walter,006209808X,2014-04-06,BEAUTIFUL RUINS,1,2,207,302,58,156003,275463,15384,3.68,False
617,Doubleday,Terry Pratchett,038553826X,2014-04-06,RAISING STEAM,1,2,827,1806,118,31779,56388,2591,3.98,False
618,Grand Central,Jean Hanff Korelitz,1455599506,2014-04-06,YOU SHOULD HAVE KNOWN,1,4,19,46,4,17319,42883,2246,3.39,False
619,Harlequin,Sylvia Day,1459245997,2014-03-30,AFTERSHOCK,1,1,15254,31053,723,17737,34835,822,3.86,False
620,Putnam,C J Box,0698150171,2014-03-30,STONE COLD,1,2,8,18,3,9547,16796,767,4.21,False
621,JKB,K Bromberg,0989450244,2014-03-23,CRASHED,1,1,24,47,4,40682,66356,3534,4.55,False
622,HarperVoyager,Kim Harrison,0062300156,2014-03-16,THE UNDEAD POOL,1,3,99,161,22,25755,42677,1807,4.43,False
623,Atria,Abbi Glines,1476756562,2014-03-16,TAKE A CHANCE,1,3,214,293,67,35569,64368,2547,4.15,False
624,Kensington,Joanne Fluke,0758280394,2014-03-16,BLACKBERRY PIE MURDER,1,3,32,52,9,7889,16851,928,3.59,False
625,Avon/HarperCollins,Lynsay Sands,0062078097,2014-03-09,VAMPIRE MOST WANTED,1,3,33,69,9,7378,14705,524,4.15,False
626,Grand Central,Jill Shalvis,1455521140,2014-03-09,ONCE IN A LIFETIME,1,4,194,339,51,7344,14056,729,4.16,False
627,Vintage Crime/Black Lizard,Jo Nesbo,0345807162,2014-03-02,COCKROACHES,1,1,46,76,11,41265,66682,2638,3.72,False
628,HarperCollins,Tara Conklin,0062207520,2014-03-02,THE HOUSE GIRL,1,3,95,182,25,56263,155665,5393,3.76,False
629,Harlequin Mira,Sherryl Woods,1460325273,2014-02-16,HOME TO SEAVIEW KEY,1,4,4,12,1,1900,5294,179,3.92,False
630,St. Martin's,Jeffrey Archer,1429949031,2014-02-16,THE SINS OF THE FATHER,1,5,9,27,2,51080,81193,3221,4.07,False
631,Pocket Books,VC Andrews,1451636946,2014-02-09,FLOWERS IN THE ATTIC,1,4,227,384,52,157611,286891,8134,3.82,False
632,HarperCollins,Helene Wecker,0062110853,2014-02-09,THE GOLEM AND THE JINNI,1,5,212,367,74,98454,230299,12667,4.1,False
633,Morrow/HarperCollins,Jay Crownover,0062302396,2014-01-26,ROME,1,1,95,135,15,31106,52186,2341,4.21,False
634,Harper,Bernard Cornwell,006219934X,2014-01-26,THE PAGAN LORD,1,3,12,50,2,19425,35153,1088,4.34,False
635,Harlequin,Linda Lael Miller,1460323769,2014-01-19,BIG SKY SECRETS,1,3,13,20,4,2041,4736,201,3.93,False
636,Atria,Jamie McGuire,1476759553,2013-12-29,A BEAUTIFUL WEDDING,1,3,144,200,39,55721,100676,3472,4.03,False
637,Bantam,J Kenner,0804180423,2013-12-22,TAKE ME,1,2,27,47,4,15301,28724,597,4.14,False
638,Simon & Schuster,Christina Lauren,1476751749,2013-12-08,BEAUTIFUL BEGINNING,1,2,80,115,17,26805,51467,1449,4.21,False
639,Grand Central,J A Redmerski,1455549010,2013-11-24,THE EDGE OF ALWAYS,1,4,91,144,28,36098,79389,3088,4.01,False
640,Bantam,Dean Koontz,0804178615,2013-11-24,WILDERNESS,1,1,892,1548,141,5324,9884,302,3.83,False
641,Simon & Schuster,Christina Lauren,1476751412,2013-11-17,BEAUTIFUL PLAYER,1,2,149,209,43,54625,93087,3672,4.33,False
642,HarperCollins,Julia Quinn,0062072935,2013-11-17,THE SUM OF ALL KISSES,1,5,70,114,27,15120,25225,1336,3.94,False
643,Harlequin,Diana Palmer,1460320891,2013-11-17,WYOMING BOLD,1,2,17,29,5,2374,5333,188,3.89,False
644,Grand Central,Jessica Sorensen,1455574902,2013-11-10,THE TEMPTATION OF LILA AND ETHAN,1,6,48,87,12,13146,32441,850,4.08,False
645,Ballantine,Kristin Hannah,0345464249,2013-11-03,BETWEEN SISTERS,1,2,101,180,22,49313,98029,2623,4.02,False
646,Knopf,Jo Nesbo,0307960501,2013-11-03,POLICE,1,1,16,29,5,34207,60195,2644,4.23,False
647,Ballantine,Debbie Macomber,0345545524,2013-10-27,STARRY NIGHT,1,2,69,114,24,14077,28706,1909,3.79,False
648,Knopf/McSweeney's,Dave Eggers,0385351402,2013-10-27,THE CIRCLE,1,2,242,473,83,181966,340044,23111,3.43,False
649,Grand Central,Jeffery Deaver,1455576662,2013-10-20,THE OCTOBER LIST,1,3,21,53,8,7239,16892,1404,3.46,False
650,Atria,Abbi Glines,1476756538,2013-10-13,SIMPLE PERFECTION,1,2,88,105,26,40394,69446,2788,4.24,False
651,Hyperion,Richard Castle,140130592X,2013-10-06,DEADLY HEAT,1,2,57,132,8,9471,21522,741,3.97,False
652,Penguin Press,Thomas Pynchon,1594204233,2013-10-06,BLEEDING EDGE,1,2,9113,26122,1227,10660,29393,1404,3.58,False
653,Zebra/Kensington,Fern Michaels,1420127950,2013-09-29,THE SCOOP,1,2,1,3,0,2831,6328,250,3.72,False
654,Minotaur,Louise Penny,1466834706,2013-09-15,HOW THE LIGHT GETS IN,1,5,58,93,11,50886,85502,5465,4.44,False
655,Harlequin,Linda Lael Miller,1460318064,2013-09-15,BIG SKY WEDDING,1,3,14,26,5,2243,4869,197,4.0,False
656,Random House,Marisha Pessl,0679643915,2013-09-08,NIGHT FILM,1,2,146,268,61,77333,185812,10408,3.79,False
